row_id,date,portfolio_id,ticker,sector,asset_class,investment_style,benchmark,currency,market_regime,goal_type,risk_tolerance,investment_horizon_yr,target_annual_return_pct,goal_progress_pct,price_close,avg_cost_basis,shares_held,position_value,unrealized_pnl,unrealized_pnl_pct,portfolio_value,allocation_pct,target_allocation_pct,allocation_drift_pct,cash_pct,pe_ratio,pb_ratio,dividend_yield_pct,revenue_growth_pct,eps_growth_pct,debt_to_equity,free_cash_flow_B,esg_total_score,rsi_14,macd,macd_signal,sma_50,sma_200,momentum_3m_pct,beta,alpha_pct,sharpe_ratio,volatility_30d_pct,max_drawdown_pct,return_1y_pct,benchmark_return_1y_pct,excess_return_pct,slippage_pct,stop_loss_price,analyst_rating,news_sentiment_score,earnings_surprise_pct,next_earnings_days,short_interest_pct,institutional_ownership_pct,recommendation,recommendation_confidence,recommendation_score,recommendation_reasoning,goal_risk_mismatch_flag
163,18-06-2022,PORT-5825,ITW,Industrials,Equity,Momentum,Russell 2000,GBP,Volatile,Aggressive Growth,Very Aggressive,3,8.9,91.4,389.88,488.41,607,236657.16,-59807.71,-20.17,6514885.75,3.63,4.94,-1.31,18.53,72.2,7,1.64,1.39,22.5,1.32,6.17,83.2,33.8,-2.05,0.188,351.03,429.12,-9.64,0.28,3.78,0.85,29.81,-28.37,11.45,7.36,4.09,0.258,348.2,Hold,-0.235,-11.02,13,3.41,40.6,HOLD,0.58,2,oversold; positive alpha; stretched valuation,FALSE
164,05-05-2024,PORT-4433,RTX,Industrials,Equity,ESG,Russell 2000,USD,Sideways,Preservation,Aggressive,30,21.8,54.5,674.78,876.4,885,597180.3,-178433.7,-23.01,7536214.4,7.92,15.06,-7.14,11.17,73.5,0.52,2.1,46.67,58.31,1.41,19.1,63.5,43.9,2.612,-3.507,670.25,678.19,22.42,0.65,9.23,1.4,33.37,-10.7,66.07,19.74,46.33,0.172,649.83,Sell,-0.319,-15.71,48,3.9,84.3,HOLD,0.54,1,positive alpha; benchmark outperformance; stretched valuation; rebalance needed,FALSE
165,01-03-2024,PORT-5650,ORCL,Technology,Equity,Momentum,MSCI World,EUR,Sideways,Preservation,Moderate,7,4.6,30.6,728.26,811.51,316,230130.16,-26307,-10.26,3294491.17,6.99,1.44,5.55,13.19,64.1,13.86,1.08,56.45,13.03,2.2,29.36,65.6,31.3,-1.094,0.345,812.19,642.09,39.36,0.42,5.1,1.31,54.21,-45.34,-25.4,10.41,-35.81,0.08,698.66,Strong Buy,0.653,10.17,9,11.64,41.3,STRONG BUY,0.85,7,oversold; positive alpha; benchmark underperformance; stretched valuation,FALSE
166,02-09-2023,PORT-7407,MMM,Industrials,Equity,Growth,Dow Jones,EUR,Volatile,Income,Conservative,5,13.6,50.7,462.16,342.58,988,456614.08,118145.04,34.91,9040695.67,5.05,4.92,0.13,3.59,70.4,4.92,5.73,34.86,-4.12,2.01,14.14,35.2,69.5,4.911,-0.543,457.61,407.02,27.34,1.41,-2.32,0.82,36.31,-25.45,24.78,-17.85,42.63,0.28,432.3,Strong Buy,-0.424,24.05,80,18.46,48.9,BUY,0.82,5,overbought; benchmark outperformance; attractive yield; stretched valuation,TRUE
167,02-08-2024,PORT-2117,USB,Financials,Equity,Growth,NASDAQ 100,USD,Bull,Balanced,Conservative,3,6.9,65.3,840.19,859.21,692,581411.48,-13161.84,-2.21,9167148.52,6.34,14.26,-7.92,4.85,59.5,3.57,3.45,59.43,35.28,3.48,1.98,27.9,47.7,-2.472,0.061,805.11,823.7,31.32,0.35,7.97,2.5,25.96,-12.7,79.81,1.82,77.99,0.268,760.97,Strong Buy,-0.499,15.45,57,3.94,79.7,STRONG BUY,0.97,7,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
168,10-05-2022,PORT-4613,JPM,Financials,Equity,Blend,S&P 500,GBP,Recovery,Growth,Moderate,3,4.3,92.7,708.25,567.36,697,493650.25,98200.33,24.83,7647711.02,6.45,13.87,-7.42,16.61,17.4,5.63,1.52,-12.42,47.5,0.76,34.23,82.7,38.5,3.97,-1.094,732.22,769.56,34.92,0.3,-7.89,2.59,47.19,-3.56,12.45,-6.88,19.33,0.328,659.8,Strong Buy,-0.968,-18.6,22,18.24,13.7,BUY,0.75,5,high risk-adj return; benchmark outperformance; undervalued P/E; analyst upgrade,FALSE
169,14-10-2023,PORT-8899,GE,Industrials,Equity,Dividend,NASDAQ 100,GBP,Recovery,Aggressive Growth,Moderate,3,18.6,41.9,384.38,367.75,247,94941.86,4107.61,4.52,2177110.87,4.36,7.77,-3.41,12.17,18.8,6.27,2.21,14.19,25.88,0.23,40.38,68.7,79,-1.985,0.989,344.47,341.11,-0.48,0.4,4.33,3.46,51.78,-41.43,94.26,12.99,81.27,0.133,356.03,Sell,0.356,28.62,75,11.5,53.4,BUY,0.79,6,overbought; high risk-adj return; positive alpha; benchmark outperformance,TRUE
170,01-04-2023,PORT-7250,CF,Materials,Equity,Dividend,S&P 500,USD,Bull,Income,Conservative,15,24.8,25.2,236.03,225.9,259,61131.77,2623.67,4.48,6216673.97,0.98,2.14,-1.16,12.6,33.7,4.73,1.06,0.33,-16.21,3.23,29.1,90.9,51.3,1.436,2.605,226.33,215.08,29.14,2.16,6.91,0.65,6.3,-7.65,6.38,-6.68,13.06,0.321,220.35,Strong Sell,-0.892,25.88,9,21.81,15.9,HOLD,0.53,2,positive alpha; benchmark outperformance,TRUE
171,11-06-2023,PORT-7233,MS,Financials,Equity,Dividend,Dow Jones,USD,Bear,Growth,Moderate,30,16.5,38.6,235.95,176.23,752,177434.4,44909.44,33.89,4697388.76,3.78,4.12,-0.34,5.66,20.6,6.59,4.24,7.73,37.64,3.39,8.47,84.7,45.4,-1.223,-0.293,261.49,222.7,8.49,1.42,1.97,0.12,57.46,-25.9,66.67,3.51,63.16,0.061,221.13,Strong Buy,0.518,26.08,72,15.35,16.1,BUY,0.68,4,benchmark outperformance; attractive yield; analyst upgrade; positive news flow,TRUE
172,30-10-2022,PORT-5281,D,Utilities,Equity,Value,Dow Jones,USD,Bear,Income,Conservative,30,17.3,108.9,474.51,595.71,972,461223.72,-117806.4,-20.35,3976764.51,11.6,15.1,-3.5,2.95,34.4,4.89,6.91,-9.66,68.5,3.47,4.47,89.9,40.9,2.713,2.516,504.46,561.27,-17.01,1.62,6.6,0.97,8.17,-30.73,19.37,-6.43,25.8,0.271,443.05,Sell,-0.931,20.66,32,15.25,90.9,REDUCE,0.62,0,positive alpha; benchmark outperformance; attractive yield; bear market caution,TRUE
173,03-10-2022,PORT-4244,MSFT,Technology,Equity,Momentum,Dow Jones,USD,Bull,Aggressive Growth,Very Aggressive,30,19.4,25,499.83,406.51,443,221424.69,41340.76,22.96,1699944.89,13.03,9.11,3.92,18.97,57.2,7.71,3.73,51.5,38.61,2.57,37.13,89.3,36.1,2.975,3.142,452.96,514.35,39.55,0.62,9.21,2.3,5.35,-41.58,28.84,-14.67,43.51,0.068,447.33,Sell,0.05,12.73,58,14.39,28.1,STRONG BUY,0.88,7,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
174,28-04-2022,PORT-6833,MS,Financials,Equity,ESG,Dow Jones,USD,Sideways,Balanced,Very Aggressive,15,23.8,93.7,826.92,661.27,310,256345.2,51351.5,25.05,902785.28,28.39,3.37,25.02,0.06,10.8,0.83,1.64,21.39,56.05,0.03,11.84,91.6,42.5,-2.889,2.918,884.32,675.38,23.23,1.24,14.13,0.56,31.73,-12.15,44.61,-1.49,46.1,0.266,740.43,Hold,0.999,20.84,90,10.34,81,STRONG BUY,0.98,7,positive alpha; benchmark outperformance; undervalued P/E; positive news flow,FALSE
175,30-10-2024,PORT-1520,TSLA,Technology,Equity,ESG,NASDAQ 100,USD,Bull,ESG,Aggressive,5,22.3,59.8,437.54,486.42,900,393786,-43992,-10.05,4778234.3,8.24,8.85,-0.61,1.74,19.9,14.8,6.7,45.95,-18.34,1.26,0.38,80.6,24.9,-0.998,1.126,431.69,456.23,-3.96,1.06,13.42,3.22,59.28,-7.14,86.73,20.39,66.34,0.35,413.12,Hold,0.214,15.6,87,24.91,93.9,STRONG BUY,0.92,10,oversold; high risk-adj return; positive alpha; benchmark outperformance,FALSE
176,15-06-2023,PORT-2895,DUK,Utilities,Equity,Growth,NASDAQ 100,USD,Volatile,Aggressive Growth,Moderate,10,24.3,14.6,719.29,788.23,101,72648.29,-6962.94,-8.75,1099423.29,6.61,19.87,-13.26,1.78,8.2,13.96,2.29,13.76,8.04,2.52,32.63,91.4,67.7,1.335,-0.08,747.86,840.92,23.65,0.87,-2.85,1.8,55.81,-46.77,8.05,30.06,-22.01,0.175,631.54,Sell,0.308,19.25,76,23.46,73.3,REDUCE,0.52,-2,overbought; high risk-adj return; benchmark underperformance; undervalued P/E,TRUE
177,20-08-2023,PORT-7171,UNP,Industrials,Equity,Blend,S&P 500,GBP,Sideways,Balanced,Conservative,1,16.1,112.9,515.79,623.21,443,228494.97,-47587.06,-17.24,3230447.74,7.07,7.94,-0.87,6.66,56.3,12.03,3.64,30.12,2.21,1.38,25.99,54.5,56.1,-0.002,-0.442,570.62,585.36,-18.42,0.49,7.3,2.71,43.66,-20.06,3.24,34.47,-31.23,0.252,451.77,Strong Buy,-0.453,22.38,27,21.28,89.4,BUY,0.69,6,high risk-adj return; positive alpha; benchmark underperformance; attractive yield,TRUE
178,30-10-2022,PORT-7169,NVDA,Technology,Equity,Blend,NASDAQ 100,USD,Volatile,Aggressive Growth,Very Aggressive,20,19.2,79.7,527.33,475.89,704,371240.32,36213.76,10.81,4760545.1,7.8,7.62,0.18,3.36,35,1.45,5.09,6.18,72.31,2.45,26.5,27.3,38.2,-4.459,4.346,564.19,604.5,-4.13,1.51,5.27,1.27,31.53,-5.14,-10.63,24.24,-34.87,0.23,491.15,Buy,0.471,-19.54,8,2.85,92.8,HOLD,0.53,2,positive alpha; benchmark underperformance; attractive yield; analyst upgrade,FALSE
179,07-06-2024,PORT-5888,MSFT,Technology,Equity,Dividend,MSCI World,USD,Recovery,Aggressive Growth,Aggressive,5,20.7,15.9,601.22,566.59,44,26453.68,1523.72,6.11,1232085.29,2.15,8.54,-6.39,1.27,28.4,9.1,1.21,40.89,57.58,3.47,32.88,26.7,20.7,1.323,-0.549,647.13,572.87,7.09,0.43,-5.19,2.07,54.97,-38.75,42.16,34.3,7.86,0.072,545.97,Sell,-0.453,17.27,69,5.03,79.1,BUY,0.65,5,oversold; high risk-adj return; benchmark outperformance; rebalance needed,FALSE
180,01-10-2024,PORT-6127,MLM,Materials,Equity,Dividend,Dow Jones,GBP,Recovery,Balanced,Conservative,15,20.4,71.7,682.36,801.12,137,93483.32,-16270.12,-14.82,7547406.75,1.24,4.94,-3.7,10.21,54.7,2.11,6.03,37.14,-19.47,1.57,14.34,22.9,25.1,-2.432,2.531,707.36,569.86,16.01,0.45,-1.13,3.37,14.44,-1.14,52.14,-6.34,58.48,0.264,616.44,Strong Buy,0.892,5.97,89,2.93,79.7,STRONG BUY,0.88,10,oversold; high risk-adj return; benchmark outperformance; attractive yield,TRUE
181,13-04-2024,PORT-2080,COP,Energy,Equity,Dividend,Dow Jones,USD,Sideways,Income,Moderate,15,9.2,75.4,568.32,492.41,756,429649.92,57387.96,15.42,6242011.79,6.88,2.41,4.47,7.26,24.9,5.97,6.33,15,-11.67,0.89,20.12,72.1,31.6,4.954,1.968,509.75,621.21,12.87,0.94,7.12,2.78,38.27,-29.02,-18.51,34.58,-53.09,0.108,519.32,Sell,-0.242,28.2,43,19.56,22.4,STRONG BUY,0.96,7,oversold; high risk-adj return; positive alpha; benchmark underperformance,FALSE
182,26-05-2023,PORT-7852,PG,Consumer Staples,Equity,Momentum,S&P 500,USD,Bull,Balanced,Moderate,30,5.1,25.1,179.31,203.87,323,57917.13,-7932.88,-12.05,5908829.15,0.98,16.33,-15.35,19.72,13.1,5.49,4.01,6.15,7.11,0.35,0.49,43.8,53.1,1.778,2.887,165.57,201.26,30.15,1.96,1.26,1.87,19.25,-15.67,59.85,16.17,43.68,0.29,173.38,Buy,-0.242,16.77,60,12.8,33.4,STRONG BUY,0.91,7,high risk-adj return; benchmark outperformance; attractive yield; undervalued P/E,FALSE
183,08-12-2024,PORT-4687,EOG,Energy,Equity,Blend,S&P 500,USD,Bull,Preservation,Very Aggressive,5,13.4,13.3,86.71,73.19,105,9104.55,1419.6,18.47,1692875.6,0.54,2.09,-1.55,16.79,61,8.49,3.45,50.58,76.22,1.48,24.45,74.8,44.3,3.881,1.979,87.02,103.98,8.37,1.43,12.95,2.48,44.28,-14.87,64.95,-6.57,71.52,0.067,83.38,Strong Sell,0.368,-17.88,66,9.16,14.3,BUY,0.74,6,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
184,21-08-2024,PORT-7477,C,Financials,Equity,Dividend,S&P 500,USD,Bull,Preservation,Moderate,15,4.1,37.9,294.73,258.22,228,67198.44,8324.28,14.14,72231.36,93.03,12.99,80.04,8.57,35.1,13.88,6.5,56.94,31.55,3.13,46.64,86.9,26.4,-0.396,-2.016,263.43,236.48,37.87,0.9,8.62,1.11,5.49,-28.46,-12.34,9.1,-21.44,0.308,259.37,Buy,-0.179,25.66,24,13.64,32.9,STRONG BUY,0.99,12,oversold; positive alpha; benchmark underperformance; attractive yield,FALSE
185,17-01-2022,PORT-8116,SO,Utilities,Equity,Value,Russell 2000,USD,Bear,Preservation,Very Aggressive,30,5.1,36.8,118.47,103.18,146,17296.62,2232.34,14.82,3975732.75,0.44,15.13,-14.69,9.72,72.7,2.74,1.39,20.95,46.52,0.93,19.9,61.3,50.1,2.644,3.818,124.56,110.17,33.99,2.05,11.39,1.06,11.04,-44.61,-37.04,-11.45,-25.59,0.332,106.81,Strong Sell,-0.973,14.22,55,6.57,23,REDUCE,0.57,-2,positive alpha; benchmark underperformance; stretched valuation; bear market caution,FALSE
186,08-04-2022,PORT-3977,EOG,Energy,Equity,ESG,MSCI World,USD,Bull,Preservation,Moderate,1,23.8,5.1,458.09,535.8,115,52680.35,-8936.65,-14.5,7026392.29,0.75,10.54,-9.79,13.21,19.4,14.89,4.14,32.59,2.94,0.46,0,94.3,44.4,-4.091,-4.49,449.99,479.43,44.33,0.81,6.57,0.43,23.49,-26.04,31.38,15.41,15.97,0.285,402.95,Hold,-0.78,-1.82,42,5.69,50.1,BUY,0.82,4,positive alpha; benchmark outperformance; attractive yield; rebalance needed,TRUE
187,19-09-2022,PORT-4140,BMY,Healthcare,Equity,Blend,Russell 2000,USD,Bear,Preservation,Very Aggressive,20,20,65.6,119.28,131.37,709,84569.52,-8571.81,-9.2,5540093.86,1.53,17.38,-15.85,5.05,30.5,11.22,2.53,43.41,32.89,1.3,31.81,35.8,55.2,2.426,-3.796,130.36,101.65,0.72,2.02,7.05,0.26,43.76,-3.72,-29.52,10.06,-39.58,0.213,103.59,Hold,-0.397,3.71,72,24.39,86.1,HOLD,0.56,1,positive alpha; benchmark underperformance; bear market caution; rebalance needed,FALSE
188,04-04-2023,PORT-1747,BMY,Healthcare,Equity,Dividend,Dow Jones,USD,Bull,Balanced,Very Aggressive,7,10.2,37.1,171.08,147.9,1000,171080,23180,15.67,1332895.65,12.84,1.86,10.98,12.79,47.9,12,4.86,40.55,19.75,2.4,43.25,92.9,36.3,2.794,-0.992,181.37,163.15,-16.76,0.57,-4.32,0.37,43.32,-6.04,70.69,5.05,65.64,0.107,147.86,Strong Sell,-0.482,22.62,36,23.22,33,HOLD,0.61,2,benchmark outperformance; attractive yield; stretched valuation; rebalance needed,FALSE
189,20-03-2024,PORT-3550,SLB,Energy,Equity,ESG,Russell 2000,GBP,Recovery,Growth,Conservative,30,10.8,30.5,924.02,826.75,979,904615.58,95227.33,11.77,7069344.09,12.8,11.44,1.36,14.53,59.4,6.36,4.28,9.35,-14.27,2.86,40.84,36.4,66.7,0.374,4.788,852.33,1098.33,47.22,1.76,-5.55,2.48,26.01,-17.31,81.8,14.89,66.91,0.082,855.25,Strong Sell,-0.588,2.11,48,4.13,50.7,REDUCE,0.57,-2,overbought; high risk-adj return; benchmark outperformance; attractive yield,TRUE
190,19-02-2023,PORT-3281,SO,Utilities,Equity,ESG,NASDAQ 100,USD,Bear,Income,Very Aggressive,30,19.5,88.6,34.68,27.67,191,6623.88,1338.91,25.33,8184117.05,0.08,14.06,-13.98,17.85,19.9,2.5,2.98,19.13,44.51,1.41,35.66,30.3,20.8,-1.16,-3.9,30.62,29.13,30.04,1.86,13.5,0.03,47.36,-36.62,91.4,12.98,78.42,0.135,32.42,Strong Buy,0.915,-14.68,21,8.03,50.7,STRONG BUY,0.88,10,oversold; positive alpha; benchmark outperformance; analyst upgrade,FALSE
191,10-09-2023,PORT-5702,FCX,Materials,Equity,Value,S&P 500,GBP,Recovery,Growth,Conservative,15,16.6,101.3,292.45,294.48,866,253261.7,-1757.98,-0.69,4182082.49,6.06,1.02,5.04,5.42,22.6,3.71,2.7,11.5,8.68,3.23,33.59,71.5,77.4,4.908,-2.755,320.64,291.49,27.19,0.76,-6.25,0.83,24.83,-3.76,-28.13,-17.62,-10.51,0.272,253.85,Buy,-0.644,6.52,64,16.71,89.3,REDUCE,0.61,0,overbought; benchmark underperformance; analyst upgrade; rebalance needed,TRUE
192,28-06-2022,PORT-4853,JNJ,Healthcare,Equity,Blend,NASDAQ 100,EUR,Bear,Aggressive Growth,Moderate,15,16.1,5.3,432.66,509.72,499,215897.34,-38452.94,-15.12,8155765.12,2.65,3.15,-0.5,19.88,37.6,11.01,1.01,9.23,-7.25,2.69,16.34,57.1,76.6,1.366,-3.618,481.76,450.27,8.5,2.04,0.81,1.7,34.63,-25.37,35.07,-7.34,42.41,0.277,406.61,Strong Buy,0.162,1.09,3,9.38,50.3,HOLD,0.52,3,overbought; high risk-adj return; benchmark outperformance; analyst upgrade,TRUE
193,22-11-2023,PORT-8274,JNJ,Healthcare,Equity,Blend,MSCI World,USD,Sideways,Preservation,Moderate,1,15.1,36.5,795.96,820.56,963,766509.48,-23689.8,-3,9133891.39,8.39,5.61,2.78,3.12,67.3,1.22,0.96,57.15,50.4,1.32,-0.63,92.4,72.2,-4.262,3.374,834.43,847.78,-0.27,0.26,0.4,-0.18,9.24,-21.54,73.92,-11.77,85.69,0.38,721.48,Buy,-0.06,-12.99,83,1.29,73.8,SELL,0.75,-3,overbought; benchmark outperformance; stretched valuation; analyst upgrade,TRUE
194,14-05-2022,PORT-4471,INTC,Technology,Equity,Dividend,Russell 2000,GBP,Volatile,Aggressive Growth,Very Aggressive,1,4.6,88.2,484.25,545.08,443,214522.75,-26947.69,-11.16,9317929.83,2.3,6.16,-3.86,6.18,12.8,5.91,6.66,40.74,20.04,0.2,18.4,81.7,59.2,1.924,-0.226,496.46,402.36,48.08,1.01,0.75,-0.28,25.43,-28.79,-2.21,-14.26,12.05,0.113,443.08,Hold,0.206,22.33,71,5.44,89,STRONG BUY,0.88,7,benchmark outperformance; attractive yield; undervalued P/E,FALSE
195,24-10-2024,PORT-9459,CVS,Healthcare,Equity,Value,S&P 500,USD,Recovery,Growth,Very Aggressive,15,17.7,54.2,102.15,90.42,375,38306.25,4398.75,12.97,7529210.33,0.51,19.22,-18.71,2.62,43,4.99,2.73,11.69,-7.05,2.36,15.23,87.2,48.6,-4.763,2.961,102.2,113.39,10.29,1.94,-7.14,0.14,42.53,-46.06,47.63,32.41,15.22,0.308,88.8,Buy,0.769,20.37,38,9.33,82.8,HOLD,0.56,1,benchmark outperformance; stretched valuation; analyst upgrade; positive news flow,FALSE
196,05-10-2023,PORT-7122,EQIX,Real Estate,REIT,Growth,Dow Jones,EUR,Bear,ESG,Conservative,3,23.3,80,106.07,75.2,794,84219.58,24510.78,41.05,8711051.93,0.97,11.4,-10.43,10.12,77.7,11.81,0.61,-7.94,11.37,3.27,6.4,41,48.4,2.719,-2.421,95.61,92.46,-0.93,0.71,12.16,2.1,12.72,-43.8,39.62,-17.82,57.44,0.052,94.83,Hold,-0.198,22.85,34,22,94.3,BUY,0.66,5,high risk-adj return; positive alpha; benchmark outperformance; stretched valuation,TRUE
197,11-01-2024,PORT-8046,GOOGL,Technology,Equity,Value,Russell 2000,EUR,Recovery,Growth,Moderate,30,4.7,28.5,162.92,153.07,84,13685.28,827.4,6.43,2269360.34,0.6,17.61,-17.01,4.23,55.5,5.49,3.28,25.13,61.83,0.38,7.37,28.1,40.5,-0.985,-4.355,158.89,158.56,46.76,1.41,-3.11,2.47,11.29,-27.27,36.31,32.17,4.14,0.24,145.92,Buy,0.28,-3.99,3,23.84,68.1,STRONG BUY,0.89,10,high risk-adj return; attractive yield; stretched valuation; analyst upgrade,FALSE
198,11-10-2023,PORT-1232,BAC,Financials,Equity,Momentum,S&P 500,USD,Bear,Growth,Aggressive,5,21.3,103.6,831.98,807.73,439,365239.22,10645.75,3,5271540.53,6.93,13.72,-6.79,18.68,25.2,12.53,0.65,52.62,14.2,2.64,6.56,46.2,41.3,-3.393,1.967,827.09,894.82,3.53,1.59,0.95,-0.46,48.07,-20.14,-29.11,16.74,-45.85,0.294,789.57,Strong Sell,-0.711,13.2,64,21.68,19.7,SELL,0.83,-5,benchmark underperformance; bear market caution; rebalance needed,FALSE
199,11-06-2024,PORT-7251,PSA,Real Estate,REIT,Momentum,NASDAQ 100,EUR,Recovery,Aggressive Growth,Conservative,10,13,98,612.39,641.19,47,28782.33,-1353.6,-4.49,2225296.58,1.29,19.6,-18.31,13.77,37.1,8.37,1.16,13.32,14.81,3.33,48.53,63.3,72.1,3.967,0.021,658.51,493.88,-28.85,1.6,6.92,1.32,27.57,-32.39,35.95,8.77,27.18,0.071,564.25,Hold,-0.773,-11.21,56,16.04,69.7,REDUCE,0.63,0,overbought; positive alpha; benchmark outperformance; rebalance needed,TRUE
200,29-04-2024,PORT-1535,PFE,Healthcare,Equity,Dividend,MSCI World,USD,Bull,Growth,Conservative,1,23.1,7.9,479.14,551.51,959,459495.26,-69402.83,-13.12,5470100.72,8.4,13.04,-4.64,15.81,43.2,12.17,4.67,48.88,1.19,2.72,26.68,28.6,74.5,2.938,-0.361,530.95,450.51,38.51,1.49,10.05,1.08,56.68,-10.89,31.06,-5.28,36.34,0.269,407.51,Hold,-0.385,25.13,67,20.59,61,BUY,0.71,5,overbought; positive alpha; benchmark outperformance; attractive yield,TRUE
201,25-09-2022,PORT-8433,PARA,Communication Services,Equity,Growth,Dow Jones,EUR,Bear,ESG,Very Aggressive,15,5.7,25.5,789.69,932.47,601,474603.69,-85810.78,-15.31,4319569.32,10.99,18.85,-7.86,13.05,34.9,11.03,2.82,8.86,-4.16,0.81,34.92,29.5,70.2,2.622,4.167,804.27,755.58,-20.53,0.52,-0.58,-0.13,6.41,-49.42,67.8,-11.58,79.38,0.153,741.58,Strong Sell,0.415,26.03,29,7.77,55.5,STRONG SELL,0.88,-6,overbought; benchmark outperformance; positive news flow; bear market caution,FALSE
202,11-01-2022,PORT-3595,PSA,Real Estate,REIT,Growth,S&P 500,GBP,Bull,Preservation,Conservative,10,11.2,106.9,825.59,632.86,959,791740.81,184828.07,30.45,5979149.7,13.24,3.03,10.21,3.86,26.9,13.46,0.65,22.07,16.14,2.93,18.32,56.8,42.5,-4.237,1.873,741.1,977.24,-28.24,0.83,12.89,2.73,14.89,-49.49,-14.99,11.2,-26.19,0.139,800.32,Strong Sell,0.71,-14.14,4,13.63,54,HOLD,0.61,2,high risk-adj return; positive alpha; benchmark underperformance; positive news flow,TRUE
203,14-02-2023,PORT-6782,PXD,Energy,Equity,Blend,NASDAQ 100,USD,Bull,Income,Conservative,15,10.7,103.8,93.02,103.71,139,12929.78,-1485.91,-10.31,2712525.8,0.48,10.15,-9.67,16.39,76.5,5.49,3.86,7.07,54.52,1.74,24.66,50,43.6,3.873,-2.189,85.72,99.98,-14.56,1.37,9.63,0.75,48.68,-2.31,28.3,28.56,-0.26,0.043,83.34,Sell,0.193,-6.42,58,4.6,12.9,HOLD,0.57,2,positive alpha; attractive yield; stretched valuation; rebalance needed,TRUE
204,08-10-2024,PORT-9169,PARA,Communication Services,Equity,Momentum,S&P 500,USD,Sideways,ESG,Aggressive,1,21.1,113.9,183.21,163.72,819,150048.99,15962.31,11.9,1899853.17,7.9,5.66,2.24,8.42,21.9,5.83,1.02,8.58,-19.04,2.41,35.27,36,32.7,-4.338,-2.164,175.36,163.62,15.4,0.63,4.9,2.37,57.04,-9.63,53.99,11.57,42.42,0.079,156.82,Sell,0.364,1.76,16,11.59,61.1,BUY,0.76,6,oversold; high risk-adj return; positive alpha; benchmark outperformance,FALSE
205,11-06-2024,PORT-4708,OXY,Energy,Equity,ESG,Dow Jones,USD,Bull,Preservation,Conservative,5,4.2,14.7,867.39,755.17,871,755496.69,97743.62,14.86,9670192.87,7.81,1.7,6.11,14.48,45.5,8.1,2.36,-13.78,26.99,2.9,19.58,42.6,22.8,2.746,-0.062,835.29,721.59,-4.62,0.8,14.63,1.47,40.26,-4.48,78.03,31.57,46.46,0.042,770.89,Strong Buy,-0.941,-17.61,48,20.5,55.7,STRONG BUY,0.85,8,oversold; positive alpha; benchmark outperformance; stretched valuation,FALSE
206,04-05-2022,PORT-4481,META,Technology,Equity,Blend,S&P 500,USD,Bull,Growth,Conservative,1,8.3,78.8,322.92,344.77,841,271575.72,-18375.85,-6.34,3826586.82,7.1,14.27,-7.17,9.36,74.4,8.92,0.84,8.95,-5.2,2.04,42.21,87.2,49.4,-2.595,-0.221,335.96,325.73,20.95,0.76,9.77,1.43,10.05,-11.69,59.59,-0.58,60.17,0.031,312.14,Buy,0.319,16.76,50,5.1,18.9,STRONG BUY,0.88,7,positive alpha; benchmark outperformance; stretched valuation; analyst upgrade,FALSE
207,22-06-2024,PORT-5466,WBD,Communication Services,Equity,ESG,MSCI World,USD,Recovery,Preservation,Aggressive,15,12.3,15.8,807.7,616.6,143,115501.1,27327.3,30.99,2226909.07,5.19,7.91,-2.72,12.97,78.2,13.07,3.59,43.5,-1.2,0.97,6.54,43,34.4,3.762,2.45,836.46,693.75,39.59,1.99,-3.7,-0.39,41.4,-27.37,-2.82,30.98,-33.8,0.172,718.89,Strong Buy,-0.291,-9.4,55,5.25,26.1,BUY,0.68,4,oversold; benchmark underperformance; attractive yield; stretched valuation,FALSE
208,27-01-2022,PORT-8775,GIS,Consumer Staples,Equity,Value,S&P 500,USD,Recovery,Balanced,Very Aggressive,20,7.5,41.7,911.64,758.25,64,58344.96,9816.96,20.23,8955831.68,0.65,11.93,-11.28,3.55,23.7,8.17,1.93,51.2,49.95,1.42,18.43,36.5,58.2,-3.29,-2.964,953.58,909.88,35.93,1.61,-1.38,-0.49,15.18,-4.61,47.1,20.65,26.45,0.133,824.69,Buy,-0.66,14.07,34,22.09,24.5,HOLD,0.61,3,benchmark outperformance; analyst upgrade; rebalance needed,FALSE
209,18-10-2022,PORT-6852,TSLA,Technology,Equity,Momentum,NASDAQ 100,EUR,Sideways,Balanced,Conservative,30,4.4,8.4,117.28,139.72,590,69195.2,-13239.6,-16.06,6816460.29,1.02,6.52,-5.5,11.55,22.9,7.75,5.28,43.14,-10,2.81,15.46,56.8,69.7,-2.465,-0.412,118.57,124.95,-1.94,0.8,-0.32,1.57,41.52,-6.74,78.12,6.64,71.48,0.391,111.74,Hold,0.372,16.41,90,24.35,40.6,HOLD,0.6,1,overbought; high risk-adj return; benchmark outperformance; attractive yield,FALSE
