transaction_id,transaction_datetime,account_id,customer_id,bank_name,channel,transaction_type,amount_inr,merchant_category,sender_geography,receiver_geography,device_type,ip_address,kyc_status,account_age_days,previous_fraud_flag,velocity_last_1hr,geo_distance_km,behavioural_deviation_score,risk_score,risk_tier,alerts_triggered,num_alerts,txn_monitoring_agent_flag,behavioural_agent_flag,identity_verified,graph_network_agent_flag,case_escalated,account_frozen,sar_required,sar_status,resolution_time_hrs,fraud_confirmed,fraud_type
TXN7564231A9EAB,2023-04-13 17:44:27,ACC201414,CUST18392,IndusInd Bank,Mobile Banking,Withdrawal,92597.2,Online Gaming,Singapore,Pune,ATM Terminal,228.126.218.104,Verified,2520,0,4,122.3,0.3341,0.2953,Low,Round Amount,1,1,0,1,0,0,0,0,Not Required,37.97,0,None
TXNEB5C433D432E,2025-03-16 18:38:11,ACC809570,CUST92719,IndusInd Bank,IMPS,Withdrawal,5983.82,Crypto Exchange,Kolkata,Jaipur,Unknown,247.25.97.75,Pending,1660,0,4,33.3,0.1325,0.4352,Medium,Structuring,1,1,0,1,0,0,0,0,Not Required,33.91,0,None
TXN81AD727D1AEA,2023-10-07 06:21:47,ACC321231,CUST26483,SBI,IMPS,Credit,9323.14,Retail,Mumbai,Bangalore,ATM Terminal,152.103.232.24,Expired,21,0,8,10740.3,0.8536,0.6241,High,Geo Anomaly; AML Flag,2,1,1,1,0,1,1,1,Under Review,0.18,1,Insider Fraud
TXN97C2BCEA652F,2023-08-22 03:45:03,ACC665158,CUST42271,HDFC Bank,Mobile Banking,Credit,115396.6,Fuel,Mumbai,Kolkata,Tablet,80.228.147.161,Verified,511,0,2,0.7,0.3444,0.0652,Low,None,0,0,0,1,1,0,0,0,Not Required,61.73,0,None
TXN25F3A96437C2,2023-12-03 21:38:34,ACC380746,CUST10942,ICICI Bank,RTGS,Withdrawal,66337.12,Retail,Lucknow,Lucknow,Mobile,63.142.106.13,Verified,637,0,3,7.3,0.3842,0.3068,Medium,None,0,0,0,1,0,0,0,0,Not Required,24.51,0,None
TXN3ED55F698E7A,2023-09-08 15:00:47,ACC271339,CUST58944,ICICI Bank,POS,Payment,101865.17,Real Estate,Singapore,Lucknow,Tablet,239.18.47.197,Expired,29,0,7,4746.1,0.6538,0.8478,Critical,Night Transaction,1,1,1,0,1,1,1,1,Filed,1.26,1,Phishing
TXNEED281DCBC0F,2023-05-17 04:33:53,ACC757924,CUST47388,Axis Bank,RTGS,Refund,90756.23,Crypto Exchange,USA,Singapore,Tablet,110.162.132.135,Expired,2582,0,5,112.5,0.2339,0.3517,Medium,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,58.37,0,None
TXN66813925945E,2023-07-03 15:04:53,ACC197251,CUST91959,Yes Bank,UPI,Withdrawal,119530.21,Real Estate,Singapore,UK,Desktop,205.212.211.12,Verified,1462,0,1,128.1,0.3105,0.1294,Low,None,0,0,0,1,0,0,0,0,Not Required,22.85,0,None
TXN05887BF431FF,2024-06-01 17:41:12,ACC671412,CUST96163,PNB,Wire Transfer,Withdrawal,85381.34,Crypto Exchange,Mumbai,UK,Desktop,50.169.173.237,Pending,1973,0,2,96.3,0.2822,0.4536,Medium,None,0,1,0,1,0,0,0,0,Not Required,33.84,0,None
TXN70592527CB93,2024-04-10 00:20:37,ACC719176,CUST44760,ICICI Bank,Wire Transfer,Payment,2905.89,Entertainment,Lucknow,Dubai,Tablet,205.181.33.249,Verified,1178,0,3,196.7,0.2819,0.4722,Medium,None,0,1,0,1,1,0,0,0,Not Required,14.3,0,None
TXN441EEB292F77,2025-12-31 14:13:44,ACC857168,CUST85525,HDFC Bank,Wire Transfer,Refund,40797.46,Groceries,Delhi,Ahmedabad,Desktop,96.231.154.56,Expired,1268,0,1,74.8,0.0168,0.1569,Low,None,0,0,0,1,0,0,0,0,Not Required,32.51,0,None
TXN50D6E8C37300,2023-10-23 11:36:19,ACC321231,CUST80686,HDFC Bank,Wire Transfer,Withdrawal,131094.48,Crypto Exchange,Hyderabad,USA,Tablet,37.50.67.53,Verified,1911,0,1,0.8,0.4196,0.3854,Medium,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,24.66,0,None
TXN887107B0F613,2024-04-30 10:07:43,ACC898975,CUST42271,Axis Bank,UPI,Payment,9638.21,Foreign Exchange,Chennai,Pune,Desktop,50.146.141.137,Expired,2778,1,8,721.2,0.8492,0.7956,Critical,Device Mismatch; Structuring,2,1,1,0,1,1,1,1,Pending,1.63,1,Money Mule
TXN5A9918074EEA,2024-06-10 05:06:04,ACC403445,CUST17455,Kotak Mahindra,IMPS,Withdrawal,19598.09,Groceries,Ahmedabad,Hong Kong,Unknown,13.54.196.14,Verified,1776,0,5,178.3,0.2833,0.3368,Medium,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,44.76,0,None
TXN3E84E81C584B,2025-04-08 17:45:35,ACC498382,CUST15209,Yes Bank,Net Banking,Withdrawal,19856.11,Jewellery,UK,USA,Unknown,120.49.233.80,Pending,1957,0,2,28.7,0.4031,0.131,Low,None,0,0,0,1,0,0,0,0,Not Required,28.84,0,None
TXN64FD913201ED,2025-01-27 07:34:06,ACC205907,CUST16630,PNB,UPI,Debit,17021.77,Utilities,Ahmedabad,Ahmedabad,Desktop,73.178.65.131,Verified,1691,0,3,111.2,0.0319,0.1499,Low,None,0,0,0,1,1,0,0,0,Not Required,29.46,0,None
TXND0DD0B2EDE10,2023-09-05 00:42:21,ACC230889,CUST30289,IndusInd Bank,RTGS,Withdrawal,51173.05,Electronics,UK,Singapore,POS Terminal,111.222.175.140,Verified,738,0,5,167.3,0.0514,0.3163,Medium,None,0,0,0,1,0,0,0,0,Not Required,40.41,0,None
TXN142C3D24C7B8,2025-07-18 08:43:08,ACC660086,CUST57576,Yes Bank,Net Banking,Refund,89501.17,Online Gaming,UK,Kolkata,Tablet,127.31.46.56,Verified,2408,0,2,132.2,0.2038,0.1453,Low,None,0,0,0,1,1,0,0,0,Not Required,14.89,0,None
TXN2C4B1BF90967,2024-11-06 07:47:54,ACC363626,CUST84847,PNB,Wire Transfer,Debit,1317.08,Jewellery,Jaipur,Kolkata,Desktop,219.150.31.95,Expired,247,0,5,164.2,0.1617,0.4403,Medium,None,0,0,0,1,0,0,0,0,Not Required,17.7,0,None
TXN1F66CC8C564B,2024-09-22 17:59:40,ACC379786,CUST17944,SBI,NEFT,Withdrawal,31761.29,Entertainment,Bangalore,Ahmedabad,Desktop,49.196.184.216,Pending,661,0,2,2.3,0.2918,0.1019,Low,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,47.71,0,None
TXNC20089A6571E,2024-12-09 09:58:49,ACC813536,CUST28373,Kotak Mahindra,NEFT,Payment,9508.91,Fuel,Jaipur,UK,ATM Terminal,99.181.115.48,Rejected,2397,0,18,13935.2,0.8305,0.6034,High,Multiple Failures; Structuring,2,1,1,0,0,1,1,1,Pending,0.25,1,Account Takeover
TXN19F1EFBEBE63,2025-08-05 17:04:51,ACC343962,CUST44760,Kotak Mahindra,Net Banking,Credit,94636.36,Utilities,Dubai,Dubai,Mobile,176.159.27.232,Verified,2221,0,4,90.8,0.4077,0.2668,Low,None,0,0,0,1,0,0,0,0,Not Required,30.89,0,None
TXN7930E412046E,2025-07-17 09:30:15,ACC207473,CUST84085,Kotak Mahindra,POS,Refund,84599.57,Foreign Exchange,Mumbai,Dubai,ATM Terminal,149.86.26.169,Verified,3343,0,3,97.0,0.0571,0.0531,Low,None,0,0,0,1,0,0,0,0,Not Required,18.9,0,None
TXN58CD0004FA42,2023-06-23 06:51:47,ACC678856,CUST76540,PNB,Mobile Banking,Payment,22755.23,Crypto Exchange,Ahmedabad,Pune,Desktop,67.120.248.47,Expired,3560,0,3,196.8,0.4353,0.2761,Low,None,0,0,0,1,0,0,0,0,Not Required,60.47,0,None
TXNDEBEA5CD5CEF,2024-11-14 19:17:11,ACC581741,CUST85880,PNB,Mobile Banking,Credit,110180.73,Jewellery,Pune,Mumbai,Unknown,68.59.26.43,Pending,1663,0,4,149.2,0.3386,0.269,Low,Structuring,1,1,0,1,1,0,0,0,Not Required,49.53,0,None
TXN33E5B314755A,2024-11-06 08:04:14,ACC895667,CUST47388,Kotak Mahindra,UPI,Transfer,119616.63,Unknown Vendor,Kolkata,Dubai,Tablet,247.21.49.235,Expired,2640,0,5,183.6,0.3863,0.184,Low,Night Transaction,1,1,0,1,0,0,0,0,Not Required,57.96,0,None
TXN222E0D0226B2,2025-11-15 00:40:39,ACC738720,CUST80855,Kotak Mahindra,ATM,Refund,88349.77,Real Estate,Chennai,Jaipur,Tablet,174.92.160.141,Verified,2785,0,1,2.4,0.044,0.1047,Low,None,0,0,0,1,1,0,0,0,Not Required,25.96,0,None
TXND28B139A288A,2025-08-20 04:48:08,ACC872246,CUST30032,ICICI Bank,Net Banking,Debit,98525.17,Jewellery,UK,Chennai,POS Terminal,164.62.61.23,Expired,562,0,2,179.2,0.313,0.1889,Low,AML Flag,1,1,0,1,1,0,0,0,Not Required,47.89,0,None
TXN598CD55C1280,2025-12-11 07:53:15,ACC479201,CUST46509,IndusInd Bank,Wire Transfer,Transfer,117131.62,Fuel,Hyderabad,USA,Mobile,98.198.170.16,Verified,3359,0,4,13.9,0.4407,0.1763,Low,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,13.67,0,None
TXNA12D21F8156E,2023-12-06 06:02:19,ACC249811,CUST70637,ICICI Bank,Net Banking,Withdrawal,9103.18,Crypto Exchange,Delhi,Delhi,POS Terminal,187.128.228.5,Rejected,21,1,13,2698.3,0.7319,0.7265,High,Night Transaction,1,1,1,0,1,1,1,1,Under Review,1.7,1,Account Takeover
TXNAF1155CB8444,2025-12-06 17:31:26,ACC770487,CUST62772,Axis Bank,RTGS,Debit,80342.08,Jewellery,Pune,Pune,Unknown,78.205.28.162,Verified,1526,0,4,152.1,0.1305,0.1273,Low,Geo Anomaly,1,1,0,1,0,0,0,0,Not Required,69.69,0,None
TXNB7FEBEEF6353,2025-09-06 15:06:28,ACC174870,CUST79822,HDFC Bank,Wire Transfer,Withdrawal,132793.6,Electronics,Ahmedabad,Singapore,Desktop,36.18.98.7,Expired,1006,0,1,158.5,0.2895,0.3049,Medium,Night Transaction,1,1,0,1,1,0,0,0,Not Required,69.63,0,None
TXN4A61C02F385B,2023-03-08 12:14:29,ACC719176,CUST96374,Axis Bank,NEFT,Debit,508801.8,Restaurants,UK,UK,POS Terminal,39.119.36.10,Pending,108,0,9,708.3,0.8531,0.99,Critical,Large Transaction,1,1,1,0,1,1,1,1,Filed,0.32,1,Card Fraud
TXN4FF36B45FF0A,2024-06-08 01:03:45,ACC201414,CUST46509,SBI,NEFT,Transfer,99286.36,Electronics,USA,Chennai,Mobile,152.88.171.17,Verified,25,0,12,13922.3,0.6163,0.69,High,Multiple Failures; Device Mismatch; New Beneficiary,3,1,1,0,1,1,0,1,Filed,1.45,1,Shell Account
TXN653259D9D46F,2025-07-11 07:52:41,ACC663054,CUST25713,ICICI Bank,POS,Withdrawal,121131.03,Crypto Exchange,USA,Ahmedabad,Unknown,33.105.73.164,Verified,2172,0,2,187.6,0.2747,0.0562,Low,Night Transaction,1,1,0,1,0,0,0,0,Not Required,51.92,0,None
TXNEA5DDEB1C2BE,2024-10-12 13:28:08,ACC338968,CUST65519,SBI,UPI,Payment,28866.24,Restaurants,Jaipur,Delhi,POS Terminal,93.112.237.198,Verified,1162,0,2,22.5,0.0671,0.3828,Medium,None,0,0,0,1,1,0,0,0,Not Required,36.32,0,None
TXN986B0C479E42,2025-09-28 18:09:16,ACC876646,CUST52487,Yes Bank,Wire Transfer,Transfer,65257.28,Restaurants,Pune,Lucknow,ATM Terminal,12.53.26.237,Expired,750,0,1,97.0,0.0522,0.4549,Medium,None,0,1,0,1,1,0,0,0,Not Required,43.08,0,None
TXNF7FF8FA57642,2024-05-20 22:24:55,ACC103402,CUST20745,Yes Bank,ATM,Debit,34244.53,Healthcare,Chennai,Singapore,ATM Terminal,223.102.192.229,Verified,331,0,4,10.9,0.1961,0.133,Low,AML Flag,1,1,0,1,1,0,0,0,Not Required,13.64,0,None
TXN87421AAF75AF,2025-09-08 19:27:18,ACC772097,CUST25860,IndusInd Bank,Wire Transfer,Transfer,9127.08,Restaurants,Singapore,Lucknow,Mobile,72.69.56.219,Rejected,731,0,10,8882.8,0.8211,0.7319,High,Structuring; Device Mismatch,2,1,1,1,1,1,0,1,Pending,34.62,1,Insider Fraud
TXN1210A3F268C1,2024-01-19 03:56:03,ACC216970,CUST46509,Axis Bank,ATM,Transfer,86962.11,Retail,Hong Kong,Hong Kong,POS Terminal,243.76.2.107,Verified,194,0,1,85.1,0.1774,0.4282,Medium,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,33.12,0,None
TXN3FE547933834,2025-12-12 18:52:18,ACC857168,CUST76540,Axis Bank,NEFT,Credit,9295.49,Fuel,Dubai,Delhi,Mobile,123.156.82.181,Rejected,3090,0,16,9588.8,0.8816,0.6305,High,New Beneficiary; Device Mismatch; Night Transaction; Geo Anomaly,4,1,1,0,0,1,1,1,Under Review,1.43,1,Card Fraud
TXN7BBABE6221D9,2024-06-05 11:36:16,ACC343962,CUST20500,Axis Bank,UPI,Payment,101230.48,Unknown Vendor,Hong Kong,Mumbai,Mobile,99.187.238.159,Verified,1527,0,5,141.0,0.2523,0.3726,Medium,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,70.67,0,None
TXNCD444B3E6E9E,2025-06-20 04:25:05,ACC725380,CUST31798,Yes Bank,ATM,Refund,33893.04,Foreign Exchange,Pune,Hong Kong,Tablet,129.216.141.14,Verified,1557,0,4,100.3,0.3733,0.2822,Low,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,33.09,0,None
TXN4F701C0D6A88,2023-10-20 14:19:49,ACC855731,CUST24662,PNB,RTGS,Debit,58663.31,Electronics,Bangalore,Hyderabad,Mobile,28.84.141.29,Verified,2062,0,2,104.1,0.2823,0.1461,Low,None,0,0,0,1,0,0,0,0,Not Required,34.65,0,None
TXNC818B2E0F758,2024-03-28 20:32:02,ACC542666,CUST36071,SBI,ATM,Debit,130781.88,Groceries,Chennai,UK,POS Terminal,166.171.210.149,Verified,2715,0,5,133.2,0.2386,0.2758,Low,New Beneficiary,1,1,0,1,1,0,0,0,Not Required,22.59,0,None
TXNA1903034A71A,2024-02-08 21:46:50,ACC910620,CUST98039,ICICI Bank,ATM,Withdrawal,145611.53,Healthcare,USA,UK,Mobile,38.180.145.117,Verified,2563,0,5,57.0,0.4379,0.3809,Medium,None,0,0,0,1,0,0,0,0,Not Required,12.45,0,None
TXND07115AE4124,2023-07-16 11:16:27,ACC996865,CUST17989,Kotak Mahindra,RTGS,Transfer,569279.65,Healthcare,Singapore,Mumbai,Unknown,82.176.75.96,Rejected,695,0,17,14000.5,0.9074,0.99,Critical,Velocity Check,1,1,1,0,0,1,1,1,Under Review,1.0,1,Synthetic Identity
TXNE0EB5B996CD5,2025-11-01 23:22:36,ACC854639,CUST81066,Axis Bank,Mobile Banking,Payment,136041.43,Crypto Exchange,Ahmedabad,Pune,Unknown,29.245.20.36,Expired,508,0,4,123.5,0.0992,0.2337,Low,Velocity Check,1,1,0,1,0,0,0,0,Not Required,4.91,0,None
TXN8655C4BE68CA,2023-11-01 00:48:33,ACC377370,CUST46500,Kotak Mahindra,UPI,Debit,127432.76,Entertainment,Dubai,Dubai,Mobile,250.201.99.126,Verified,2500,0,3,79.5,0.3222,0.2439,Low,None,0,0,0,1,1,0,0,0,Not Required,27.47,0,None
TXN78D8F2A84489,2025-05-21 12:49:36,ACC910620,CUST82132,PNB,Net Banking,Credit,133181.95,Crypto Exchange,Singapore,Kolkata,ATM Terminal,74.83.217.187,Pending,601,0,2,41.6,0.2136,0.393,Medium,None,0,0,0,1,0,0,0,0,Not Required,5.69,0,None
TXNB427091870BE,2024-02-29 14:26:18,ACC864544,CUST98501,Axis Bank,NEFT,Credit,9709.54,Entertainment,USA,Hong Kong,Desktop,52.95.195.75,Rejected,27,1,12,889.2,0.601,0.7151,High,New Beneficiary; Multiple Failures; AML Flag,3,1,1,0,0,1,1,1,Under Review,1.82,1,Wire Fraud
TXN2732D804CE9A,2025-02-04 22:14:40,ACC624902,CUST41195,SBI,Net Banking,Payment,9580.48,Crypto Exchange,Lucknow,Kolkata,Tablet,161.243.61.96,Verified,697,0,9,5682.1,0.6212,0.7345,High,Round Amount; New Beneficiary,2,1,1,0,1,1,1,1,Filed,1.08,1,Synthetic Identity
TXNFDB61B716724,2025-04-24 15:03:54,ACC245051,CUST62296,SBI,Wire Transfer,Transfer,126764.73,Online Gaming,USA,Hyderabad,Tablet,176.185.49.137,Expired,1470,0,1,27.4,0.1266,0.4049,Medium,None,0,0,0,1,1,0,0,0,Not Required,25.16,0,None
TXN5FB83C7B98FC,2023-12-10 11:42:31,ACC267414,CUST17685,ICICI Bank,ATM,Payment,49834.69,Jewellery,Hong Kong,Delhi,Mobile,210.67.8.123,Expired,12,1,14,917.0,0.9258,0.7189,High,AML Flag; Multiple Failures; Round Amount; Geo Anomaly,4,1,1,1,1,1,1,1,Filed,0.91,1,Identity Theft
TXNF2324A2A8C94,2024-10-31 22:04:16,ACC632342,CUST63269,Axis Bank,UPI,Credit,1627499.33,Electronics,Jaipur,Lucknow,Mobile,121.60.129.12,Verified,1,0,11,9020.2,0.68,0.9182,Critical,AML Flag,1,1,1,0,0,1,0,1,Under Review,26.01,1,Account Takeover
TXNAEAED7B60EFB,2025-06-17 02:23:08,ACC131244,CUST73699,PNB,UPI,Payment,107400.16,Restaurants,Hyderabad,Bangalore,POS Terminal,2.50.109.236,Expired,3516,0,5,37.0,0.3031,0.1261,Low,Round Amount,1,1,0,1,0,0,0,0,Not Required,70.67,0,None
TXN2F0CBBB8244F,2023-06-25 07:11:03,ACC145561,CUST80292,PNB,Wire Transfer,Debit,16636.39,Utilities,Bangalore,Ahmedabad,Tablet,181.147.20.22,Verified,2052,0,4,56.7,0.2702,0.2042,Low,None,0,0,0,1,1,0,0,0,Not Required,17.04,0,None
TXN7E41069CAFD5,2023-04-19 03:13:02,ACC383060,CUST69177,Axis Bank,RTGS,Refund,26976.66,Healthcare,Dubai,Ahmedabad,Unknown,27.202.224.134,Verified,518,0,4,80.1,0.2658,0.1037,Low,None,0,0,0,1,0,0,0,0,Not Required,5.59,0,None
TXNF0F8A85BF722,2023-07-10 16:54:19,ACC329974,CUST34931,Axis Bank,ATM,Withdrawal,74916.61,Crypto Exchange,USA,Singapore,POS Terminal,152.139.204.92,Pending,2760,0,5,55.8,0.3456,0.0865,Low,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,35.74,0,None
TXN6D8CA9F78BAA,2023-06-04 17:29:00,ACC391704,CUST59009,IndusInd Bank,UPI,Debit,101748.31,Utilities,Bangalore,Kolkata,POS Terminal,174.167.78.78,Expired,2582,0,1,132.2,0.234,0.2316,Low,None,0,0,0,1,1,0,0,0,Not Required,15.34,0,None
TXN57C12843F1BB,2024-06-17 18:55:11,ACC407419,CUST96752,SBI,IMPS,Payment,142891.82,Groceries,Mumbai,Kolkata,Mobile,99.230.161.219,Pending,1842,0,1,35.4,0.2967,0.3751,Medium,Velocity Check,1,1,0,1,0,0,0,0,Not Required,35.9,0,None
TXN16C6F25EDAE6,2023-06-19 22:03:22,ACC174870,CUST73653,Yes Bank,RTGS,Refund,102837.59,Entertainment,Lucknow,Ahmedabad,ATM Terminal,144.80.28.101,Verified,2056,0,3,153.3,0.128,0.0664,Low,AML Flag,1,1,0,1,0,0,0,0,Not Required,10.1,0,None
TXN7366B1507B47,2023-02-11 18:53:55,ACC265840,CUST17492,PNB,Wire Transfer,Withdrawal,64279.41,Electronics,Pune,Kolkata,Tablet,15.125.126.61,Verified,2457,0,1,173.8,0.0515,0.143,Low,None,0,0,0,1,0,0,0,0,Not Required,3.65,0,None
TXNF55025C227B6,2023-02-01 16:39:06,ACC584714,CUST19287,ICICI Bank,RTGS,Payment,147866.14,Groceries,Kolkata,Lucknow,ATM Terminal,83.50.250.26,Verified,1406,0,3,33.3,0.1348,0.4569,Medium,Multiple Failures,1,1,0,1,0,0,0,0,Not Required,36.28,0,None
TXN4AF41E805BD6,2024-03-22 09:23:30,ACC581141,CUST12757,Kotak Mahindra,POS,Debit,149434.53,Travel,Kolkata,USA,Desktop,160.47.48.152,Verified,1149,0,5,160.2,0.2139,0.1102,Low,None,0,0,0,1,0,0,0,0,Not Required,47.26,0,None
TXN80B06C1B2B65,2025-10-27 15:27:30,ACC793384,CUST70637,PNB,IMPS,Transfer,62205.71,Restaurants,Hyderabad,Lucknow,POS Terminal,117.92.9.161,Expired,3563,0,5,99.8,0.2974,0.3743,Medium,None,0,0,0,1,1,0,0,0,Not Required,20.02,0,None
TXNBE9D1C62F9E0,2023-04-04 00:33:00,ACC216970,CUST18981,Axis Bank,IMPS,Credit,69426.75,Healthcare,Chennai,Bangalore,Unknown,176.153.222.106,Verified,3553,0,2,169.2,0.1201,0.1834,Low,None,0,0,0,1,0,0,0,0,Not Required,19.21,0,None
TXNDD429B78EB6D,2023-10-26 03:08:51,ACC671412,CUST37760,HDFC Bank,UPI,Credit,124101.6,Foreign Exchange,Ahmedabad,Ahmedabad,POS Terminal,254.223.216.166,Verified,857,0,3,27.3,0.1163,0.4055,Medium,None,0,0,0,1,0,0,0,0,Not Required,46.74,0,None
TXN6000C704CE8F,2023-03-27 22:45:00,ACC430776,CUST36071,ICICI Bank,Net Banking,Transfer,44767.08,Jewellery,Delhi,Hong Kong,ATM Terminal,230.186.46.102,Verified,996,0,5,146.9,0.4198,0.2444,Low,None,0,0,0,1,0,0,0,0,Not Required,36.25,0,None
TXN8ACF84A7FB96,2024-05-26 12:40:06,ACC331148,CUST41850,PNB,NEFT,Refund,35467.12,Crypto Exchange,Kolkata,Chennai,Desktop,28.89.109.249,Verified,1830,0,5,11.2,0.2401,0.3408,Medium,Structuring,1,1,0,1,0,0,0,0,Not Required,23.47,0,None
TXN4485A6007B76,2023-08-14 02:41:36,ACC496922,CUST46500,PNB,Wire Transfer,Withdrawal,55224.12,Crypto Exchange,Hyderabad,Mumbai,Unknown,248.17.27.177,Verified,1066,0,3,180.6,0.3084,0.36,Medium,Structuring,1,1,0,1,0,0,0,0,Not Required,61.89,0,None
TXN906A308C3BBB,2024-04-12 09:55:24,ACC738720,CUST18834,IndusInd Bank,Net Banking,Credit,1746950.13,Travel,Bangalore,Hong Kong,ATM Terminal,162.162.208.203,Verified,3,0,18,13213.0,0.9281,0.99,Critical,New Beneficiary; Night Transaction; Round Amount; AML Flag,4,1,1,0,1,1,1,1,Pending,1.5,1,Phishing
TXN2CD041453219,2025-09-23 08:06:39,ACC624902,CUST52487,PNB,Mobile Banking,Refund,118673.8,Utilities,Bangalore,Mumbai,ATM Terminal,52.156.160.148,Verified,483,0,2,103.3,0.4363,0.3772,Medium,None,0,0,0,1,0,0,0,0,Not Required,61.13,0,None
TXNEAE53D0D01AD,2025-01-13 02:45:27,ACC996865,CUST22833,IndusInd Bank,Mobile Banking,Transfer,103151.28,Fuel,UK,Pune,Tablet,51.43.212.95,Verified,1641,0,2,4.1,0.0103,0.3202,Medium,AML Flag,1,1,0,1,0,0,0,0,Not Required,65.39,0,None
TXN9596DCA94923,2023-03-19 08:02:36,ACC814825,CUST98039,IndusInd Bank,NEFT,Payment,90098.87,Retail,Bangalore,Delhi,Tablet,44.60.7.184,Expired,1812,0,1,44.9,0.0914,0.4468,Medium,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,21.45,0,None
TXN45D76AC8ED29,2025-07-21 04:42:28,ACC771088,CUST18392,Yes Bank,ATM,Transfer,101610.58,Crypto Exchange,Kolkata,Bangalore,ATM Terminal,203.74.14.75,Verified,994,0,3,116.6,0.2913,0.1169,Low,Large Transaction,1,1,0,1,1,0,0,0,Not Required,10.46,0,None
TXNB809F291BAC5,2023-11-26 16:02:52,ACC765822,CUST96163,PNB,NEFT,Refund,110442.01,Retail,Hyderabad,Delhi,Mobile,143.30.26.86,Verified,1958,0,5,141.9,0.3644,0.0423,Low,AML Flag,1,1,0,1,1,0,0,0,Not Required,22.48,0,None
TXN0FC22F60F004,2023-03-05 21:15:02,ACC717889,CUST38534,PNB,Mobile Banking,Transfer,75611.63,Fuel,Hong Kong,Pune,ATM Terminal,34.45.162.182,Expired,1803,0,3,23.4,0.0199,0.075,Low,None,0,0,0,1,0,0,0,0,Not Required,54.1,0,None
TXN60311B946134,2024-02-14 17:36:31,ACC969693,CUST17455,IndusInd Bank,IMPS,Transfer,133911.5,Retail,Pune,Singapore,ATM Terminal,196.77.225.14,Verified,638,0,2,36.6,0.2116,0.0903,Low,None,0,0,0,1,1,0,0,0,Not Required,31.99,0,None
TXNC375958DB2BE,2025-01-23 17:32:56,ACC488162,CUST38534,ICICI Bank,RTGS,Withdrawal,98494.62,Electronics,Delhi,Chennai,Tablet,47.86.139.145,Pending,46,0,12,11639.7,0.8708,0.9449,Critical,Night Transaction; Geo Anomaly,2,1,1,0,0,1,1,1,Pending,1.87,1,Account Takeover
TXNEF4585F50469,2023-05-06 22:15:23,ACC267414,CUST59009,HDFC Bank,RTGS,Refund,72030.28,Real Estate,Dubai,Hyderabad,POS Terminal,169.2.168.249,Verified,2717,0,5,25.9,0.3885,0.3847,Medium,Round Amount,1,1,0,1,0,0,0,0,Not Required,23.95,0,None
TXNE27F9375CF55,2024-08-15 11:17:04,ACC246413,CUST79615,SBI,Net Banking,Withdrawal,26783.82,Travel,USA,UK,ATM Terminal,23.10.106.42,Pending,3222,0,2,24.1,0.2209,0.2259,Low,Structuring,1,1,0,1,0,0,0,0,Not Required,65.17,0,None
TXN5413BC0CF8DA,2025-03-07 09:05:51,ACC688508,CUST95649,Axis Bank,ATM,Withdrawal,132823.41,Utilities,Ahmedabad,Hyderabad,POS Terminal,154.216.46.194,Pending,3351,0,2,86.8,0.1917,0.0574,Low,AML Flag,1,1,0,1,0,0,0,0,Not Required,70.1,0,None
TXN14180118DED0,2025-02-08 10:57:07,ACC379786,CUST80686,PNB,IMPS,Refund,78749.2,Real Estate,Hyderabad,Ahmedabad,ATM Terminal,21.244.153.39,Verified,2832,0,5,85.5,0.2558,0.2769,Low,Large Transaction,1,1,0,1,0,0,0,0,Not Required,37.45,0,None
TXNB6478F768F99,2025-06-02 02:24:13,ACC913694,CUST85880,IndusInd Bank,POS,Transfer,87876.63,Travel,USA,Jaipur,Mobile,30.236.91.202,Verified,3482,0,1,83.3,0.317,0.215,Low,Velocity Check,1,1,0,1,1,0,0,0,Not Required,54.77,0,None
TXN3D91C2BAF7D1,2023-10-18 19:00:49,ACC969693,CUST66498,Yes Bank,ATM,Credit,112079.69,Electronics,Lucknow,Hyderabad,Unknown,28.222.9.2,Pending,507,0,2,131.2,0.2071,0.1942,Low,None,0,0,0,1,1,0,0,0,Not Required,22.5,0,None
TXN31F0F79219C4,2024-09-05 14:33:51,ACC813328,CUST91183,IndusInd Bank,POS,Debit,20353.58,Fuel,Chennai,Delhi,Mobile,179.96.13.54,Pending,2686,0,2,87.2,0.2817,0.3597,Medium,None,0,0,0,1,0,0,0,0,Not Required,7.11,0,None
TXN9713A4A921F5,2023-06-30 21:53:58,ACC497887,CUST36071,ICICI Bank,Mobile Banking,Credit,509277.34,Crypto Exchange,Ahmedabad,Mumbai,ATM Terminal,150.124.103.76,Rejected,1,1,20,6295.4,0.8053,0.99,Critical,Night Transaction; New Beneficiary; Structuring; Velocity Check,4,1,1,0,1,1,1,1,Pending,0.7,1,Wire Fraud
